"Monto","Fecha","Actividad","Direccion","Empleado","Sexo","Nivel_Estudio","Rango_Etareo","Descuento"
"2225,00","2021-07-06","Actividades Acuáticas","Bv. Roca 111","VICTOR MANUEL CASTEJON","m","Maestria","Juventud",",00"
"2761,00","2021-07-10","Deportes","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Tecnicatura Universitaria","Adultez",",00"
"2356,00","2021-07-10","Actividades Acuáticas","Bv. Roca 111","ROSANA LEAL","f","Doctorado","Adultez",",00"
"2108,00","2021-07-10","Entrenamiento Especializado","Bv. Roca 111","OLGA PRADO","f","Doctorado","Adultez",",00"
"1316,00","2021-07-11","Baile","Bv. Roca 111","YOUSSEF DE ANDRES","f","Tecnicatura Universitaria","Adultez",",00"
"2662,00","2021-07-13","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","OLGA PRADO","m","Doctorado","Adultez",",00"
"2183,00","2021-07-14","Deportes","Bv. Roca 111","BELEN GRANADO","m","Educacion Superior","Adultez",",00"
"2810,00","2021-07-15","Grupos Específicos","Bv. Roca 111","LUIS MANUEL MATO","m","Educacion Superior","Adultez",",00"
"1675,00","2021-07-16","Cardio y Acondicionamiento Físico","Bv. Roca 111","LILIANA RUA","f","Doctorado","Adultez",",00"
"1537,00","2021-07-22","Baile","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Ingenieria","Adultez",",00"
"2871,00","2021-07-25","Actividades Acuáticas","Bv. Roca 111","JUAN ALBERTO MORA","f","Maestria","Adultez",",00"
"1303,00","2021-07-27","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSANA LEAL","f","Licenciatura","Adultez",",00"
"1742,00","2021-07-27","Deportes","Bv. Roca 111","JUAN ALBERTO MORA","f","Educacion Secundaria","Adultez",",00"
"1909,00","2021-07-28","Actividades Acuáticas","Bv. Roca 111","CARLOS PUENTE","m","Educacion Secundaria","Adultez",",00"
"2186,00","2021-07-29","Grupos Específicos","Bv. Roca 111","JUAN MANUEL RINCON","m","Doctorado","Adultez","437,20"
"2202,00","2021-07-29","Grupos Específicos","Bv. Roca 111","MANUEL JESUS RANGEL","m","Ingenieria","Adultez","440,40"
"2853,00","2021-07-30","Cardio y Acondicionamiento Físico","Bv. Roca 111","CARLOS PUENTE","f","Licenciatura","Adultez",",00"
"1903,00","2021-07-30","Deportes","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Ingenieria","Juventud",",00"
"2413,00","2021-07-31","Baile","Bv. Roca 111","BERTA VALLE","m","Educacion Secundaria","Adultez",",00"
"2308,00","2021-08-02","Entrenamiento Especializado","Bv. Roca 111","JUAN MANUEL RINCON","f","Licenciatura","Adultez",",00"
"1334,00","2021-08-03","Deportes","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Licenciatura","Adultez",",00"
"2371,00","2021-08-04","Actividades Acuáticas","Bv. Roca 111","JUAN MANUEL RINCON","f","Educacion Primaria","Adultez",",00"
"2021,00","2021-08-05","Bienestar y Relajación","Bv. Roca 111","CARLOS PUENTE","f","Doctorado","Adultez",",00"
"2970,00","2021-08-06","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","MARTA FALCON","f","Educacion Superior","Adultez",",00"
"2960,00","2021-08-06","Grupos Específicos","Bv. Roca 111","MARTA FALCON","f","Tecnicatura Universitaria","Adultez","592,00"
"2055,00","2021-08-06","Actividades al Aire Libre","Bv. Roca 111","BELEN GRANADO","m","Educacion Superior","Adultez",",00"
"2089,00","2021-08-09","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN ALBERTO MORA","f","Licenciatura","Juventud",",00"
"2772,00","2021-08-09","Grupos Específicos","Bv. Roca 111","LETICIA TORNERO","f","Educacion Primaria","Adultez","554,40"
"2806,00","2021-08-10","Cardio y Acondicionamiento Físico","Bv. Roca 111","IGOR ORTEGA","f","Educacion Primaria","Adultez","280,60"
"1541,00","2021-08-10","Bienestar y Cuidado Corporal","Bv. Roca 111","MARTA FALCON","m","Maestria","Adultez",",00"
"1731,00","2021-08-10","Actividades al Aire Libre","Bv. Roca 111","SORAYA SEBASTIAN","f","Licenciatura","Adultez",",00"
"2323,00","2021-08-11","Actividades Acuáticas","Bv. Roca 111","ROSA ANA MANRIQUE","m","Licenciatura","Adultez","580,75"
"1813,00","2021-08-11","Actividades Acuáticas","Bv. Roca 111","JUAN MANUEL RINCON","f","Maestria","Adultez","453,25"
"2929,00","2021-08-13","Cardio y Acondicionamiento Físico","Bv. Roca 111","MARIAN HUETE","f","Maestria","Adultez","292,90"
"1622,00","2021-08-13","Bienestar y Relajación","Bv. Roca 111","SUSANA SEBASTIAN","f","Doctorado","Adultez","243,30"
"1689,00","2021-08-14","Cardio y Acondicionamiento Físico","Bv. Roca 111","BERTA VALLE","m","Tecnicatura Universitaria","Juventud","168,90"
"1951,00","2021-08-15","Entrenamiento Especializado","Bv. Roca 111","JUAN DIEGO PICON","m","Tecnicatura Universitaria","Adultez",",00"
"1878,00","2021-08-16","Bienestar y Relajación","Bv. Roca 111","BELEN GRANADO","f","Educacion Superior","Adultez","469,50"
"2668,00","2021-08-17","Deportes","Bv. Roca 111","JUAN MANUEL RINCON","f","Doctorado","Adultez",",00"
"1346,00","2021-08-17","Actividades al Aire Libre","Bv. Roca 111","ABDELAZIZ SANTANA","m","Doctorado","Adultez",",00"
"1847,00","2021-08-18","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JOAN MONTALBAN","f","Ingenieria","Adultez",",00"
"2211,00","2021-08-19","Baile","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Educacion Primaria","Adultez",",00"
"1451,00","2021-08-20","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","JUAN DIEGO PICON","m","Educacion Superior","Adultez",",00"
"1656,00","2021-08-24","Baile","Bv. Roca 111","ARTURO RAYA","m","Educacion Superior","Adultez",",00"
"2650,00","2021-08-24","Baile","Bv. Roca 111","BELEN GRANADO","f","Maestria","Adultez",",00"
"2562,00","2021-08-29","Cardio y Acondicionamiento Físico","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Ingenieria","Adultez",",00"
"2593,00","2021-08-31","Actividades al Aire Libre","Bv. Roca 111","SUSANA SEBASTIAN","m","Licenciatura","Adultez",",00"
"2002,00","2021-09-04","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","NURIA GUILLEN","f","Maestria","Adultez",",00"
"2612,00","2021-09-07","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SORAYA SEBASTIAN","m","Educacion Superior","Adultez",",00"
"2847,00","2021-09-11","Entrenamiento Especializado","Bv. Roca 111","BELEN GRANADO","f","Tecnicatura Universitaria","Juventud",",00"
"2034,00","2021-09-11","Grupos Específicos","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Educacion Superior","Adultez",",00"
"1624,00","2021-09-12","Bienestar y Relajación","Bv. Roca 111","SUSANA SEBASTIAN","m","Maestria","Adultez",",00"
"2971,00","2021-09-16","Cardio y Acondicionamiento Físico","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Educacion Secundaria","Adultez","891,30"
"2610,00","2021-09-16","Actividades Acuáticas","Bv. Roca 111","MANUEL JESUS RANGEL","m","Educacion Secundaria","Adultez",",00"
"2130,00","2021-09-16","Bienestar y Cuidado Corporal","Bv. Roca 111","VERONICA PAREJA","f","Educacion Superior","Adultez","639,00"
"2981,00","2021-09-19","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","m","Educacion Secundaria","Adultez",",00"
"2276,00","2021-09-21","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","BERTA VALLE","m","Maestria","Adultez",",00"
"2213,00","2021-09-21","Grupos Específicos","Bv. Roca 111","JON SIMO","f","Tecnicatura Universitaria","Adultez",",00"
"2352,00","2021-09-24","Deportes","Bv. Roca 111","SAID AMARO","f","Educacion Primaria","Juventud","470,40"
"2457,00","2021-09-24","Deportes","Bv. Roca 111","ABDELAZIZ SANTANA","f","Maestria","Adultez","491,40"
"1550,00","2021-09-28","Baile","Bv. Roca 111","IGNACIO VEIGA","m","Ingenieria","Adultez",",00"
"2762,00","2021-09-28","Bienestar y Cuidado Corporal","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Licenciatura","Adultez",",00"
"1555,00","2021-09-29","Baile","Bv. Roca 111","IGNACIO VEIGA","m","Licenciatura","Adultez",",00"
"2954,00","2021-09-29","Baile","Bv. Roca 111","VERONICA PAREJA","m","Licenciatura","Adultez",",00"
"1897,00","2021-09-29","Actividades Acuáticas","Bv. Roca 111","MARIAN HUETE","m","Ingenieria","Adultez",",00"
"1709,00","2021-10-02","Deportes","Bv. Roca 111","LETICIA TORNERO","m","Ingenieria","Juventud",",00"
"2040,00","2021-10-02","Actividades al Aire Libre","Bv. Roca 111","ANTONIO LUIS SANJUAN","m","Licenciatura","Juventud",",00"
"1934,00","2021-10-03","Bienestar y Relajación","Bv. Roca 111","JUAN MANUEL RINCON","m","Tecnicatura Universitaria","Adultez",",00"
"1526,00","2021-10-03","Actividades Acuáticas","Bv. Roca 111","LUIS MANUEL MATO","f","Ingenieria","Adultez",",00"
"2193,00","2021-10-03","Bienestar y Cuidado Corporal","Bv. Roca 111","MANUEL JESUS RANGEL","f","Doctorado","Adultez",",00"
"1506,00","2021-10-05","Entrenamiento Especializado","Bv. Roca 111","SORAYA SEBASTIAN","f","Licenciatura","Adultez","225,90"
"1415,00","2021-10-08","Actividades Acuáticas","Bv. Roca 111","ROSA ANA MANRIQUE","f","Educacion Superior","Adultez",",00"
"1748,00","2021-10-09","Actividades Acuáticas","Bv. Roca 111","FERRAN ESTEVE","f","Licenciatura","Adultez",",00"
"1600,00","2021-10-10","Deportes","Bv. Roca 111","MARTA FALCON","f","Tecnicatura Universitaria","Adultez",",00"
"2230,00","2021-10-11","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSANA LEAL","m","Ingenieria","Adultez",",00"
"2513,00","2021-10-11","Baile","Bv. Roca 111","LILIANA RUA","m","Educacion Primaria","Adultez",",00"
"2650,00","2021-10-13","Bienestar y Cuidado Corporal","Bv. Roca 111","ROSANA LEAL","m","Licenciatura","Adultez","397,50"
"1445,00","2021-10-13","Bienestar y Cuidado Corporal","Bv. Roca 111","BELEN GRANADO","m","Educacion Superior","Adultez","216,75"
"2685,00","2021-10-16","Cardio y Acondicionamiento Físico","Bv. Roca 111","ABDELAZIZ SANTANA","f","Educacion Primaria","Juventud","805,50"
"1570,00","2021-10-19","Entrenamiento Especializado","Bv. Roca 111","ELIA GASPAR","m","Ingenieria","Adultez",",00"
"1629,00","2021-10-20","Grupos Específicos","Bv. Roca 111","MARIAN HUETE","f","Maestria","Adultez",",00"
"1736,00","2021-10-20","Bienestar y Cuidado Corporal","Bv. Roca 111","MARIAN HUETE","f","Ingenieria","Adultez",",00"
"2401,00","2021-10-23","Actividades al Aire Libre","Bv. Roca 111","JUAN MANUEL RINCON","m","Educacion Primaria","Adultez",",00"
"2041,00","2021-10-24","Actividades al Aire Libre","Bv. Roca 111","BERTA VALLE","f","Doctorado","Adultez",",00"
"1691,00","2021-10-25","Baile","Bv. Roca 111","MARTA FALCON","f","Ingenieria","Adultez",",00"
"2890,00","2021-10-25","Actividades Acuáticas","Bv. Roca 111","VERONICA PAREJA","m","Educacion Primaria","Adultez",",00"
"2343,00","2021-10-26","Actividades Acuáticas","Bv. Roca 111","FRANCISCO JOSE GOMES","m","Educacion Superior","Adultez",",00"
"1516,00","2021-10-26","Actividades Acuáticas","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Licenciatura","Adultez",",00"
"1604,00","2021-10-28","Bienestar y Cuidado Corporal","Bv. Roca 111","ABDELAZIZ SANTANA","f","Doctorado","Adultez",",00"
"1899,00","2021-10-28","Actividades al Aire Libre","Bv. Roca 111","ARTURO RAYA","f","Educacion Secundaria","Adultez",",00"
"2372,00","2021-10-29","Baile","Bv. Roca 111","JORGE LUIS BUSQUETS","f","Tecnicatura Universitaria","Adultez",",00"
"2940,00","2021-10-30","Actividades al Aire Libre","Bv. Roca 111","JUAN ALBERTO MORA","m","Ingenieria","Adultez",",00"
"1626,00","2021-10-31","Actividades Acuáticas","Bv. Roca 111","JUAN ALBERTO MORA","f","Educacion Primaria","Juventud",",00"
"1301,00","2021-11-02","Deportes","Bv. Roca 111","MARTA FALCON","m","Licenciatura","Adultez",",00"
"1453,00","2021-11-02","Entrenamiento Especializado","Bv. Roca 111","JOAN MONTALBAN","m","Licenciatura","Adultez","363,25"
"1564,00","2021-11-02","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN DIEGO PICON","m","Licenciatura","Adultez",",00"
"2613,00","2021-11-05","Actividades al Aire Libre","Bv. Roca 111","IGNACIO VEIGA","m","Educacion Superior","Adultez",",00"
"2810,00","2021-11-07","Bienestar y Relajación","Bv. Roca 111","ROSANA LEAL","m","Educacion Secundaria","Adultez",",00"
"2266,00","2021-11-07","Bienestar y Cuidado Corporal","Bv. Roca 111","ANTONIO LUIS SANJUAN","f","Educacion Secundaria","Adultez",",00"
"2411,00","2021-11-09","Entrenamiento Especializado","Bv. Roca 111","ANTONIO LUIS SANJUAN","m","Doctorado","Juventud","602,75"
"2433,00","2021-11-10","Bienestar y Relajación","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Educacion Superior","Juventud","364,95"
"2313,00","2021-11-10","Actividades Acuáticas","Bv. Roca 111","BELEN GRANADO","f","Ingenieria","Adultez",",00"
"1300,00","2021-11-13","Entrenamiento Especializado","Bv. Roca 111","CARLOS PUENTE","m","Doctorado","Adultez","325,00"
"2848,00","2021-11-15","Bienestar y Relajación","Bv. Roca 111","VERONICA PAREJA","m","Doctorado","Adultez",",00"
"1350,00","2021-11-16","Grupos Específicos","Bv. Roca 111","IGOR ORTEGA","m","Doctorado","Adultez",",00"
"1830,00","2021-11-19","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","ANTONIO LUIS SANJUAN","m","Doctorado","Adultez",",00"
"2427,00","2021-11-19","Bienestar y Cuidado Corporal","Bv. Roca 111","JUAN ALBERTO MORA","m","Educacion Secundaria","Adultez",",00"
"2777,00","2021-11-21","Deportes","Bv. Roca 111","CARLOS PUENTE","m","Licenciatura","Adultez",",00"
"2567,00","2021-11-26","Baile","Bv. Roca 111","SUSANA SEBASTIAN","f","Doctorado","Juventud",",00"
"2411,00","2021-11-29","Cardio y Acondicionamiento Físico","Bv. Roca 111","FERRAN ESTEVE","m","Educacion Superior","Adultez",",00"
"1387,00","2021-12-02","Deportes","Bv. Roca 111","ABDELAZIZ SANTANA","f","Educacion Superior","Adultez",",00"
"2335,00","2021-12-02","Bienestar y Cuidado Corporal","Bv. Roca 111","YOUSSEF DE ANDRES","m","Educacion Secundaria","Adultez",",00"
"1899,00","2021-12-04","Entrenamiento Especializado","Bv. Roca 111","SORAYA SEBASTIAN","m","Educacion Secundaria","Adultez",",00"
"2690,00","2021-12-05","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","SAID AMARO","m","Educacion Primaria","Adultez",",00"
"2907,00","2021-12-05","Cardio y Acondicionamiento Físico","Bv. Roca 111","NURIA GUILLEN","f","Maestria","Adultez",",00"
"2226,00","2021-12-05","Cardio y Acondicionamiento Físico","Bv. Roca 111","MARTA FALCON","f","Ingenieria","Adultez",",00"
"1900,00","2021-12-06","Cardio y Acondicionamiento Físico","Bv. Roca 111","ROSANA LEAL","f","Licenciatura","Adultez",",00"
"1432,00","2021-12-06","Baile","Bv. Roca 111","VICTOR MANUEL CASTEJON","f","Educacion Superior","Adultez",",00"
"2919,00","2021-12-06","Grupos Específicos","Bv. Roca 111","OLGA PRADO","f","Ingenieria","Adultez",",00"
"2297,00","2021-12-07","Bienestar y Relajación","Bv. Roca 111","SORAYA SEBASTIAN","f","Educacion Secundaria","Adultez",",00"
"1764,00","2021-12-08","Bienestar y Cuidado Corporal","Bv. Roca 111","BERTA VALLE","f","Ingenieria","Adultez",",00"
"1826,00","2021-12-12","Bienestar y Relajación","Bv. Roca 111","FERRAN ESTEVE","m","Tecnicatura Universitaria","Adultez",",00"
"1811,00","2021-12-12","Actividades Acuáticas","Bv. Roca 111","SAID AMARO","m","Tecnicatura Universitaria","Juventud",",00"
"2489,00","2021-12-12","Grupos Específicos","Bv. Roca 111","YOUSSEF DE ANDRES","f","Licenciatura","Juventud",",00"
"2903,00","2021-12-12","Actividades al Aire Libre","Bv. Roca 111","SAID AMARO","m","Tecnicatura Universitaria","Adultez",",00"
"2449,00","2021-12-13","Actividades Acuáticas","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Tecnicatura Universitaria","Adultez",",00"
"2913,00","2021-12-13","Grupos Específicos","Bv. Roca 111","YOUSSEF DE ANDRES","f","Maestria","Adultez",",00"
"2007,00","2021-12-14","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","LUIS MANUEL MATO","f","Educacion Primaria","Adultez",",00"
"2037,00","2021-12-14","Grupos Específicos","Bv. Roca 111","ROSA ANA MANRIQUE","f","Maestria","Juventud",",00"
"1929,00","2021-12-15","Actividades Acuáticas","Bv. Roca 111","IGNACIO VEIGA","m","Tecnicatura Universitaria","Juventud",",00"
"1319,00","2021-12-16","Actividades al Aire Libre","Bv. Roca 111","CARLOS PUENTE","f","Educacion Primaria","Adultez",",00"
"2710,00","2021-12-20","Cardio y Acondicionamiento Físico","Bv. Roca 111","FRANCISCO JOSE GOMES","f","Ingenieria","Adultez",",00"
"2122,00","2021-12-20","Grupos Específicos","Bv. Roca 111","LUIS MANUEL MATO","f","Doctorado","Adultez",",00"
"1991,00","2021-12-21","Bienestar y Cuidado Corporal","Bv. Roca 111","LUIS MANUEL MATO","m","Educacion Secundaria","Adultez",",00"
"2656,00","2021-12-22","Actividades al Aire Libre","Bv. Roca 111","JUAN ALBERTO MORA","f","Doctorado","Adultez",",00"
"1748,00","2021-12-22","Actividades al Aire Libre","Bv. Roca 111","IGNACIO VEIGA","f","Educacion Secundaria","Adultez",",00"
"1524,00","2021-12-26","Bienestar y Cuidado Corporal","Bv. Roca 111","ARTURO RAYA","m","Educacion Primaria","Juventud",",00"
"1803,00","2021-12-27","Baile","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Doctorado","Juventud",",00"
"1905,00","2021-12-29","Deportes","Bv. Roca 111","ELIA GASPAR","m","Doctorado","Adultez",",00"
"4078,00","2022-01-01","Bienestar y Cuidado Corporal","Bv. Roca 111","NURIA GUILLEN","f","Educacion Superior","Adultez",",00"
"4065,00","2022-01-03","Cardio y Acondicionamiento Físico","Bv. Roca 111","NURIA GUILLEN","m","Licenciatura","Adultez","609,75"
"2616,00","2022-01-03","Baile","Bv. Roca 111","JUAN DIEGO PICON","f","Maestria","Adultez",",00"
"3317,00","2022-01-03","Actividades al Aire Libre","Bv. Roca 111","JORGE LUIS BUSQUETS","m","Doctorado","Adultez",",00"
"2877,00","2022-01-04","Actividades al Aire Libre","Bv. Roca 111","FRANCISCO MIGUEL HERREROS","m","Educacion Primaria","Adultez",",00"
"3898,00","2022-01-06","Actividades al Aire Libre","Bv. Roca 111","JUAN DIEGO PICON","m","Doctorado","Adultez",",00"
"2368,00","2022-01-08","Deportes","Bv. Roca 111","JUAN MANUEL RINCON","m","Educacion Secundaria","Adultez","473,60"
"4430,00","2022-01-08","Bienestar y Cuidado Corporal","Bv. Roca 111","ARTURO RAYA","m","Licenciatura","Adultez",",00"
"2199,00","2022-01-10","Musculación y Entrenamiento de Fuerza","Bv. Roca 111","MANUEL JESUS RANGEL","f","Tecnicatura Universitaria","Adultez",",00"
"2715,00","2022-01-12","Cardio y Acondicionamiento Físico","Bv. Roca 111","LUIS MANUEL MATO","m","Ingenieria","Juventud",",00"
"4068,00","2022-01-13","Deportes","Bv. Roca 111","JOAN MONTALBAN","m","Doctorado","Adultez","813,60"
"2575,00","2022-01-13","Entrenamiento Especializado","Bv. Roca 111","NURIA GUILLEN","m","Tecnicatura Universitaria","Adultez",",00"
"3321,00","2022-01-14","Actividades al Aire Libre","Bv. Roca 111","ELIA GASPAR","m","Educacion Superior","Adultez",",00"
"2788,00","2022-01-15","Cardio y Acondicionamiento Físico","Bv. Roca 111","BERTA VALLE","m","Maestria","Adultez",",00"
"4429,00","2022-01-15","Bienestar y Cuidado Corporal","Bv. Roca 111","VERONICA PAREJA","f","Tecnicatura Universitaria","Adultez",",00"
"3927,00","2022-01-15","Actividades al Aire Libre","Bv. Roca 111","JON SIMO","m","Maestria","Juventud",",00"
"2027,00","2022-01-17","Deportes","Bv. Roca 111","JUAN MANUEL RINCON","m","Doctorado","Adultez","405,40"
"3315,00","2022-01-18","Deportes","Bv. Roca 111","LETICIA TORNERO","f","Ingenieria","Adultez","663,00"
"2268,00","2022-01-18","Actividades Acuáticas","Bv. Roca 111","SUSANA SEBASTIAN","m","Doctorado","Juventud",",00"
"4012,00","2022-01-18","Actividades al Aire Libre","Bv. Roca 111","JUAN FRANCISCO LAVADO","m","Educacion Secundaria","Adultez",",00"
"3317,00","2022-01-19","Deportes","Bv. Roca 111","JUAN DIEGO PICON","m","Doctorado","Adultez","663,40"
"2331,00","2022-01-19","Actividades al Aire Libre","Bv. Roca 111","SUSANA SEBASTIAN","m","Doctorado","Adultez",",00"
"3569,00","2022-01-21","Baile","Bv. Roca 111","JUAN ALBERTO MORA","m","Educacion Superior","Adultez",",00"
